descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"YM10V00006S535	RETENTOR",0,8,DESCLASSIFICADO," ",144,18
"YM10V00003S702	ANEL ORING",0,16,DESCLASSIFICADO," ",64,4
"2456R442F1	FAROL CONJUNTO",0,6,DESCLASSIFICADO," ",528,88
"2852205	CÁRTER",0,1,DESCLASSIFICADO," ",940,940
"4899091	PARAFUSO",0,24,DESCLASSIFICADO," ",288,12
"YN10V00033R100	EIXO DA PLANETÁRIA",0,1,DESCLASSIFICADO," ",1012,1012
"4890833	RETENTOR",0,2,DESCLASSIFICADO," ",186,93
"4899039	PARAFUSO",0,12,DESCLASSIFICADO," ",108,9
"2853095	COLETOR ESCAPE",0,1,DESCLASSIFICADO," ",1392,1392
"YN05P0058S013	COXIM RADIADOR",0,8,DESCLASSIFICADO," ",728,91
"2452U202S5	PARAFUSO",0,8,DESCLASSIFICADO," ",72,9
"4895187	VÁLVULA ESCAPE",0,4,DESCLASSIFICADO," ",388,97
"YN35V00004S361	ANEL O",0,10,DESCLASSIFICADO," ",70,7
"YN35V00004S362	ANEL O",0,10,DESCLASSIFICADO," ",90,9
"YN35V00004S363	ANEL O",0,10,DESCLASSIFICADO," ",90,9
"2852037	JOGO DE ANÉIS",0,2,DESCLASSIFICADO," ",414,207
"2853375	VOLANTE DO MOTOR",0,1,DESCLASSIFICADO," ",1354,1354
"4897178	VEDADOR",0,8,DESCLASSIFICADO," ",232,29
"2852221	CREMALHEIRA",0,2,DESCLASSIFICADO," ",686,343
"2852364	PARAFUSO",0,16,DESCLASSIFICADO," ",48,3
"4895360	ISOLADOR",0,16,DESCLASSIFICADO," ",256,16
"2852033	JUNTA DA TAMPA",0,16,DESCLASSIFICADO," ",336,21
"4895361	HASTE",0,8,DESCLASSIFICADO," ",936,117
"4890832	RETENTOR",0,2,DESCLASSIFICADO," ",252,126
"4890189	SENSOR ROTAÇÃO",0,1,DESCLASSIFICADO," ",423,423
"4891353	PARAFUSO",0,10,DESCLASSIFICADO," ",180,18
"4897179	VEDADOR",0,8,DESCLASSIFICADO," ",208,26
"2830920	JUNTA CABEÇOTE",0,1,DESCLASSIFICADO," ",423,423
"4895336	ESPAÇADOR",0,16,DESCLASSIFICADO," ",368,23
"2855531	PISTAO",0,2,DESCLASSIFICADO," ",1618,809
"2830266	BOMBA ALIMENTADORA",0,2,DESCLASSIFICADO," ",806,403
"4896616	ENGRENAGEM BOMBA INJETORA",0,1,DESCLASSIFICADO," ",809,809
"ZD12P01100	ANEL ORING",0,20,DESCLASSIFICADO," ",40,2
"ZD12P01200	ANEL ORING",0,20,DESCLASSIFICADO," ",40,2
"ZD12P00600	ANEL ORING",0,20,DESCLASSIFICADO," ",20,1
"2856014	BOMBA INJETORA",0,1,DESCLASSIFICADO," ",11771,11771
"2855881	SUPORTE",0,2,DESCLASSIFICADO," ",754,377
"4897480	BOMBA DE ÓLEO",0,1,DESCLASSIFICADO," ",822,822
"2855399	BICO INJETOR",0,4,DESCLASSIFICADO," ",2180,545
"2856176	ESPAÇADOR",0,2,DESCLASSIFICADO," ",118,59
"4892318	ALTERNADOR",0,1,DESCLASSIFICADO," ",2046,2046
"2991636	ROLAMENTO",0,2,DESCLASSIFICADO," ",264,132
"2991637	ROLAMENTO",0,2,DESCLASSIFICADO," ",196,98
"2853447	POLIA",0,2,DESCLASSIFICADO," ",490,245
"4899052	JUNTA",0,4,DESCLASSIFICADO," ",52,13
"4899079	PARAFUSO",0,8,DESCLASSIFICADO," ",56,7
"2852885	JUNTA",0,4,DESCLASSIFICADO," ",48,12
"99498110	SOLENOIDE",0,2,DESCLASSIFICADO," ",3334,1667
"2852405	MOTOR DE PARTIDA",0,1,DESCLASSIFICADO," ",3074,3074
"2853124	TUBO DE RETORNO",0,1,DESCLASSIFICADO," ",330,330
"2853439	CABEÇOTE FILTRO",0,1,DESCLASSIFICADO," ",574,574
"2854355	VÁLVULA TERMOSTÁTICA",0,2,DESCLASSIFICADO," ",328,164
"2854072	ANEL RETENTOR",0,8,DESCLASSIFICADO," ",56,7
"YN02C02035S001	VIDRO",0,1,DESCLASSIFICADO," ",703,703
"2856090	TURBINA",0,1,DESCLASSIFICADO," ",4242,4242
"4892426	CUBO",0,2,DESCLASSIFICADO," ",1352,676
"2853288	POLIA",0,2,DESCLASSIFICADO," ",782,391
"2853176	POLIA VIRABREQUIM",0,1,DESCLASSIFICADO," ",388,388
"4896622	ENGRENAGEM DO COMANDO",0,1,DESCLASSIFICADO," ",788,788
"2852245	POLIA",0,2,DESCLASSIFICADO," ",438,219
"2852398	TENSOR",0,2,DESCLASSIFICADO," ",924,462
"2852397	GUIA",0,2,DESCLASSIFICADO," ",524,262
"2853208	CORREIA",0,4,DESCLASSIFICADO," ",676,169
"4892732	ROLAMENTO",0,4,DESCLASSIFICADO," ",504,126
"2854424	PARAFUSO",0,8,DESCLASSIFICADO," ",128,16
"ZM73C12030	PARAFUSO",0,16,DESCLASSIFICADO," ",256,16
"24100P1006F1	VÁLVULA DE FREIO",0,1,DESCLASSIFICADO," ",3887,3887
"YM30V00008S339	RETENTOR",0,24,DESCLASSIFICADO," ",528,22
"YN52S00045F1	SENSOR NÍVEL COMBUSTÍVEL",0,1,DESCLASSIFICADO," ",378,378
"YM30P01007F1	ACOPLAMENTO BOMBA HIDRÁULICA",0,1,DESCLASSIFICADO," ",1845,1845
"YN30V00105F1	VÁLVULA PILOTO",0,1,DESCLASSIFICADO," ",3286,3286
"2830559	JUNTA",0,2,DESCLASSIFICADO," ",76,38
"4896409	JUNTA",0,2,DESCLASSIFICADO," ",74,37
"2853427	VARETA NÍVEL DE ÓLEO",0,2,DESCLASSIFICADO," ",234,117
"2852533	ARRUELA",0,8,DESCLASSIFICADO," ",96,12
"YN05P00058S003	RADIADOR DÁGUA",0,1,DESCLASSIFICADO," ",4702,4702
"YB02B01085P1	PINO",0,2,DESCLASSIFICADO," ",1560,780
"2445R220D3	ANEL ORING",0,10,DESCLASSIFICADO," ",120,12
"2445R220D4	ANEL ORING",0,10,DESCLASSIFICADO," ",110,11
"2445R220D2	ANEL ORING",0,10,DESCLASSIFICADO," ",110,11
"MAO DE OBRA MECANICA",0,300,DESCLASSIFICADO," ",33000,110
"71100949	ENGRENAGEM BOMBA INJETORA",0,1,PERDEU," ",651.71,651.71
"E158792	VÁLVULA SOLENÓIDE",0,2,PERDEU," ",242.22,121.11
"71101613	TURBINA",0,1,PERDEU," ",2153.6,2153.6
"75287863	JUNTA",0,8,PERDEU," ",60.08,7.51
"71101615	TUBO DE LUBRIFICAÇÃO",0,2,PERDEU," ",608.34,304.17
"J901919	COLETOR ESCAPE",0,1,PERDEU," ",845.86,845.86
"J938153	JUNTA DA TAMPA COLETOR",0,6,PERDEU," ",50.7,8.45
"9968304	ROLAMENTO",0,6,PERDEU," ",349.26,58.21
"9968294	EMBOLO",0,1,PERDEU," ",359.56,359.56
"87408557	HASTE NÍVEL ÓLEO TRANSMISSÃO",0,2,PERDEU," ",193.4,96.7
"J938162	JUNTA CÁRTER",0,1,PERDEU," ",51.63,51.63
"71100956	RETENTOR",0,6,PERDEU," ",287.28,47.88
"75208192	ANEL O",0,16,PERDEU," ",120.16,7.51
"392301A1	TUBO DE SAÍDA",0,1,PERDEU," ",76.98,76.98
"87348962	SILENCIOSO",0,1,PERDEU," ",569.85,569.85
"J937027	BOMBA DE ÓLEO",0,1,PERDEU," ",505.07,505.07
"75208188	RETENTOR",0,4,PERDEU," ",259.12,64.78
"75287945	JUNTA TROCADOR",0,4,PERDEU," ",123.92,30.98
"71101711	TROCADOR DE CALOR",0,1,PERDEU," ",922.84,922.84
"75264113	DEFLETOR",0,1,PERDEU," ",978.23,978.23
"J914494	POLIA",0,1,PERDEU," ",142.7,142.7
"85826303	CABO ACELERADOR",0,2,PERDEU," ",259.1,129.55
"75263269	MANGUEIRA FILTRO DE AR",0,2,PERDEU," ",360.5,180.25
"J357056	VARETA NÍVEL ÓLEO MOTOR",0,1,PERDEU," ",138.94,138.94
"75287869	ANEL O",0,16,PERDEU," ",75.04,4.69
"75208372	TAMPA",0,1,PERDEU," ",179.31,179.31
"9968311	BOMBA TRANSMISSÃO",0,1,PERDEU," ",464.71,464.71
"75262869	MANGUEIRA RADIADOR INFERIOR",0,4,PERDEU," ",307.92,76.98
"131084A2	RESERVATÓRIO DÁGUA",0,1,PERDEU," ",272.25,272.25
"75264466	HÉLICE",0,1,PERDEU," ",245.97,245.97
"9968290	DISCO",0,28,PERDEU," ",1130.36,40.37
"9968289	DISCO",0,28,PERDEU," ",762.44,27.23
"75206842	ANEL O",0,16,PERDEU," ",60.16,3.76
"75285215	RETENTOR",0,2,PERDEU," ",373.64,186.82
"71100941	JUNTA",0,8,PERDEU," ",97.6,12.2
"85805847	COIFA",0,2,PERDEU," ",138.94,69.47
"75286656	RETENTOR",0,4,PERDEU," ",307.92,76.98
"75208365	CREMALHEIRA",0,1,PERDEU," ",204.66,204.66
"75208362	PARAFUSO",0,28,PERDEU," ",105.28,3.76
"75287974	JUNTA COLETOR",0,12,PERDEU," ",135.24,11.27
"75287975	PARAFUSO",0,28,PERDEU," ",157.64,5.63
"71100640	ANEL",0,12,PERDEU," ",101.4,8.45
"75287966	JUNTA DA TAMPA",0,12,PERDEU," ",112.68,9.39
"J283767	JUNTA DA TAMPA LATERAL",0,6,PERDEU," ",50.7,8.45
"75208384	PARAFUSO",0,20,PERDEU," ",75.2,3.76
"75287942	JUNTA TROCADOR",0,4,PERDEU," ",120.16,30.04
"9968268	ROLAMENTO",0,4,PERDEU," ",390.56,97.64
"9968281	ENGRENAGEM",0,1,PERDEU," ",835.53,835.53
"9968347	EIXO",0,1,PERDEU," ",1186.64,1186.64
"75264112	RADIADOR DÁGUA",0,1,PERDEU," ",3083.02,3083.02
"75262868	MANGUEIRA RADIADOR SUPERIOR",0,4,PERDEU," ",322.96,80.74
"81875253	ANEL",0,12,PERDEU," ",112.68,9.39
"81803334	EIXO",0,1,PERDEU," ",715.36,715.36
"81803413	CONE",0,4,PERDEU," ",968.84,242.21
"75287880	ANEL O",0,16,PERDEU," ",150.24,9.39
"71100619	BOMBA DÁGUA",0,2,PERDEU," ",531.36,265.68
"85824346	RETENTOR",0,4,PERDEU," ",176.48,44.12
"85806016	CHAPA",0,8,PERDEU," ",120.16,15.02
"81866390	RETENTOR RODA TRASEIRA",0,4,PERDEU," ",322.96,80.74
"75286363	TENSOR",0,2,PERDEU," ",467.52,233.76
"75206859	CORREIA",0,4,PERDEU," ",232.84,58.21
"85806003	CUBO DE RODA",0,2,PERDEU," ",645.9,322.95
"9968070	PRISIONEIRO",0,50,PERDEU," ",281.5,5.63
"9968071	PORCA",0,50,PERDEU," ",141,2.82
"9968006	ARRUELA",0,10,PERDEU," ",657.2,65.72
"9968010	ESPAÇADOR",0,4,PERDEU," ",405.56,101.39
"85824345	RETENTOR",0,8,PERDEU," ",202.8,25.35
"85813060	COROA E PINHÃO",0,1,PERDEU," ",1676.69,1676.69
"9968047	ROLAMENTO",0,4,PERDEU," ",537,134.25
"85805975	TIRANTE",0,4,PERDEU," ",424.32,106.08
"85805977	TERMINAL",0,4,PERDEU," ",383.04,95.76
"85820155	EIXO CARDÃ TRANSMISSÃO",0,1,PERDEU," ",1168.8,1168.8
"85806000	ANEL TRAVA",0,20,PERDEU," ",75.2,3.76
"85827067	RETENTOR",0,4,PERDEU," ",409.32,102.33
"85805980	PIVO SUPERIOR",0,2,PERDEU," ",262.86,131.43
"85801575	PARAFUSO",0,12,PERDEU," ",56.28,4.69
"71100951	BOMBA ALIMENTADORA",0,2,PERDEU," ",394.3,197.15
"75285747	JUNTA",0,16,PERDEU," ",120.16,7.51
"71101716	BOMBA INJETORA",0,1,PERDEU," ",4797.26,4797.26
"9967994	ARRUELA",0,4,PERDEU," ",262.88,65.72
"9967672	RESPIRO",0,2,PERDEU," ",69.48,34.74
"9967673	ARRUELA",0,10,PERDEU," ",112.7,11.27
"85824469	BUCHA",0,10,PERDEU," ",366.1,36.61
"85805969	BUCHA",0,10,PERDEU," ",272.3,27.23
"85806006	ANEL TRAVA",0,24,PERDEU," ",67.68,2.82
"85817698	ENGRENAGEM",0,2,PERDEU," ",388.66,194.33
"85806008	ENGRENAGEM",0,2,PERDEU," ",582.06,291.03
"85805977	SEMI EIXO CURTO",0,4,PERDEU," ",848.68,212.17
"85805996	CRUZETA",0,6,PERDEU," ",208.44,34.74
"85806011	PORTA SATÉLITE",0,1,PERDEU," ",628.06,628.06
"9968074	PINO",0,10,PERDEU," ",610.2,61.02
"85806014	ENGRENAGEM",0,6,PERDEU," ",523.86,87.31
"9967990	ARRUELA",0,10,PERDEU," ",272.3,27.23
"9967992	LUVA",0,2,PERDEU," ",182.12,91.06
"9967993	ESPAÇADOR",0,2,PERDEU," ",197.14,98.57
"85805983	PIVO INFERIOR",0,2,PERDEU," ",262.86,131.43
"85805988	BUCHA",0,4,PERDEU," ",108.92,27.23
"85820157	FLANGE",0,1,PERDEU," ",276.01,276.01
"9968410	Cruzeta",0,8,PERDEU," ",322.96,40.37
"85801574	ABRAÇADEIRA",0,12,PERDEU," ",90.12,7.51
"9968049	FLANGE",0,2,PERDEU," ",555.76,277.88
"85824343	RETENTOR",0,4,PERDEU," ",191.52,47.88
"9967678	BUCHA",0,8,PERDEU," ",518.24,64.78
"9967679	ARRUELA",0,10,PERDEU," ",103.3,10.33
"81818397	ROLAMENTO",0,4,PERDEU," ",307.92,76.98
"86539458	PARAFUSO",0,24,PERDEU," ",135.12,5.63
"47123297	DISCO",0,14,PERDEU," ",604.52,43.18
"81874478	DISCO",0,14,PERDEU," ",578.34,41.31
"81875252	ANEL",0,12,PERDEU," ",383.04,31.92
"71101603	TERMOSTATO",0,2,PERDEU," ",191.52,95.76
"75287885	RETENTOR",0,8,PERDEU," ",240.32,30.04
"75310005	POLIA",0,1,PERDEU," ",153.96,153.96
"85806002	ROLAMENTO",0,4,PERDEU," ",623.36,155.84
"9968008	ANEL",0,16,PERDEU," ",90.08,5.63
"9968007	LUVA",0,2,PERDEU," ",168.98,84.49
"85805974	BARRA DIREÇÃO CONJUNTO",0,4,PERDEU," ",950.08,237.52
"85805711	ANEL O",0,20,PERDEU," ",75.2,3.76
"85827070	FORQUILHA",0,1,PERDEU," ",212.17,212.17
"85817697	ARRUELA",0,10,PERDEU," ",75.1,7.51
"85805999	ARRUELA",0,10,PERDEU," ",75.1,7.51
"85806009	BUCHA",0,12,PERDEU," ",247.8,20.65
"85806010	PARAFUSO",0,12,PERDEU," ",67.56,5.63
"85800103	HASTE CILINDRO LEVANTE",0,1,PERDEU," ",534.18,534.18
"87428628	JG REPARO CILINDRO LEVANTE",0,2,PERDEU," ",108.9,54.45
"87315528	CILINDRO DA SAPATA",0,1,PERDEU," ",1457.95,1457.95
"85803192	PINO",0,4,PERDEU," ",255.36,63.84
"81803420	CAPA",0,4,PERDEU," ",454.36,113.59
"83910977	BUCHA",0,10,PERDEU," ",112.7,11.27
"83910634	BUCHA",0,10,PERDEU," ",497.6,49.76
"85813104	CABO SAPATA",0,2,PERDEU," ",394.3,197.15
"83910645	BUCHA",0,4,PERDEU," ",225.32,56.33
"83949810	FLANGE",0,2,PERDEU," ",242.22,121.11
"83910548	BUCHA",0,8,PERDEU," ",510.72,63.84
"83931289	RETENTOR",0,10,PERDEU," ",75.1,7.51
"85803005	PINO",0,2,PERDEU," ",336.08,168.04
"85805257	CILINDRO MESTRE",0,2,PERDEU," ",394.3,197.15
"85803002	PINO",0,4,PERDEU," ",518.2,129.55
"81824478	ROLAMENTO",0,4,PERDEU," ",431.84,107.96
"9968084	ARRUELA",0,18,PERDEU," ",101.34,5.63
"85819477	TERMINAL",0,8,PERDEU," ",157.68,19.71
"85818997	BOMBA HIDRÁULICA",0,1,PERDEU," ",3248.24,3248.24
"87315521	CILNDRO CAÇAMBA DIANTEIRA",0,1,PERDEU," ",1544.32,1544.32
"83962811	HASTE CILINDRO CAÇAMBA",0,1,PERDEU," ",556.71,556.71
"70928844	ARRUELA",0,10,PERDEU," ",28.2,2.82
"85803196	BUCHA",0,4,PERDEU," ",169,42.25
"87404259	EMBOLO",0,4,PERDEU," ",555.76,138.94
"87414507	PORCA",0,4,PERDEU," ",394.28,98.57
"87315531	CILINDRO DE PENETRAÇÃO",0,1,PERDEU," ",1749.92,1749.92
"85803197	BUCHA",0,4,PERDEU," ",131.44,32.86
"85803193	BUCHA",0,8,PERDEU," ",322.96,40.37
"85805624	DIREÇÃO HIDRÁULICA",0,1,PERDEU," ",2530.06,2530.06
"11066276	ANEL",0,10,PERDEU," ",37.6,3.76
"85801976	COIFA",0,2,PERDEU," ",163.36,81.68
"85801076	PINO",0,2,PERDEU," ",339.84,169.92
"85803194	PINO",0,4,PERDEU," ",184,46
"85815698	PINO",0,2,PERDEU," ",435.6,217.8
"83910557	BUCHA",0,4,PERDEU," ",285.4,71.35
"83910546	BUCHA",0,4,PERDEU," ",270.36,67.59
"70914465	GRAXEIRA",0,30,PERDEU," ",28.2,0.94
"85801079	PINO",0,2,PERDEU," ",416.82,208.41
"85803198	ANEL TRAVA",0,20,PERDEU," ",37.6,1.88
"75260236	ARO",0,1,PERDEU," ",637.44,637.44
"81901809	BUCHA",0,8,PERDEU," ",217.84,27.23
"85801056	PINO",0,4,PERDEU," ",165.24,41.31
"83911000	PINO",0,4,PERDEU," ",615.84,153.96
"85801087	PINO",0,2,PERDEU," ",1139.7,569.85
"83902710	BUCHA",0,10,PERDEU," ",206.5,20.65
"75248202	BUCHA",0,10,PERDEU," ",197.1,19.71
"81901896	BUCHA",0,8,PERDEU," ",285.36,35.67
"83999466	PINO",0,4,PERDEU," ",191.52,47.88
"85802993	PINO",0,8,PERDEU," ",127.68,15.96
"85815607	PINO",0,2,PERDEU," ",482.54,241.27
"85803195	ANEL TRAVA",0,20,PERDEU," ",37.6,1.88
"85802872	PINO",0,4,PERDEU," ",307.92,76.98
"85801262	PINO",0,4,PERDEU," ",371.76,92.94
"83931281	RASPADOR",0,16,PERDEU," ",120.16,7.51
"85804646	CABO DE FREIO MÃO",0,2,PERDEU," ",345.48,172.74
"85813132	COIFA",0,2,PERDEU," ",277.88,138.94
"85819629	CABO TRAVA",0,2,PERDEU," ",527.6,263.8
"85815517	PINO",0,2,PERDEU," ",289.16,144.58
"85813469	PINO",0,2,PERDEU," ",251.6,125.8
"81834073	RETENTOR",0,8,PERDEU," ",360.48,45.06
"82003369	RESERVATÓRIO DE FREIO",0,2,PERDEU," ",465.64,232.82
"85806176	TAMPA DO RESERVATÓRIO",0,2,PERDEU," ",153.96,76.98
"70930370	ARRUELA",0,32,PERDEU," ",30.08,0.94
"85801029	BUCHA",0,8,PERDEU," ",285.36,35.67
"85801025	RETENTOR",0,8,PERDEU," ",60.08,7.51
"85800105	CAMISA CILINDRO LEVANTE",0,1,PERDEU," ",863.69,863.69
"85700728	BUCHA",0,4,PERDEU," ",322.96,80.74
"85801110	BUCHA",0,4,PERDEU," ",191.52,47.88
"81875248	RETENTOR",0,8,PERDEU," ",60.08,7.51
"85800603	HASTE DA SAPATA",0,2,PERDEU," ",1274.88,637.44
"85801026	PINO",0,2,PERDEU," ",285.4,142.7
"49581226	ARRUELA",0,40,PERDEU," ",75.2,1.88
"81911019	ANE L TRAVA",0,24,PERDEU," ",45.12,1.88
"J903523	TUBO",0,4,PERDEU," ",262.88,65.72
"J903522	TUBO",0,4,PERDEU," ",262.88,65.72
"J903525	TUBO",0,4,PERDEU," ",262.88,65.72
"J903524	TUBO",0,4,PERDEU," ",262.88,65.72
"80510892	CAPA",0,4,PERDEU," ",555.76,138.94
"80510884	CONE",0,4,PERDEU," ",844.92,211.23
"83958890	COROA E PINHÃO",0,1,PERDEU," ",2434.31,2434.31
"85806004	KIT ENGRENAGENS",0,1,PERDEU," ",1154.72,1154.72
"85805993	SEMI EIXO COMPLETO",0,1,PERDEU," ",1037.37,1037.37
"85827069	SEMI EIXO LONGO",0,2,PERDEU," ",790.46,395.23
"117846A1	COXIM",0,12,PERDEU," ",383.04,31.92
"J283569	JUNTA CABEÇOTE",0,1,PERDEU," ",201.84,201.84
"75287967	PARAFUSO",0,16,PERDEU," ",75.04,4.69
"MAO DE OBRA MECANICA",0,200,PERDEU," ",19714,98.57
"370060001	BUCHA INFERIOR",0,4,PERDEU," ",226.32,56.58
"370060011	BUCHA SUPERIOR",0,4,PERDEU," ",270.12,67.53
"210003900	PARAFUSO",0,14,PERDEU," ",114.94,8.21
"219000156	CALÇO",0,20,PERDEU," ",73,3.65
"219000155	CALÇO",0,20,PERDEU," ",73,3.65
"219000154	CALÇO",0,20,PERDEU," ",54.8,2.74
"370060757	BUCHA",0,4,PERDEU," ",156.96,39.24
"370060771	BUCHA",0,4,PERDEU," ",142.36,35.59
"370060756	BUCHA",0,4,PERDEU," ",127.76,31.94
"210002190	ARRUELA  PRESSÃO",0,10,PERDEU," ",4.6,0.46
"208004639	ARRUELA LISA",0,10,PERDEU," ",4.6,0.46
"211000000	GRAXEIRA RETA",0,20,PERDEU," ",36.6,1.83
"370060077	ARRUELA ENCOSTO",0,20,PERDEU," ",36.6,1.83
"218002035	COXIM",0,10,PERDEU," ",177.9,17.79
"370060180	PINO SUPERIOR",0,2,PERDEU," ",268.28,134.14
"370060543	BUCHA",0,4,PERDEU," ",156.96,39.24
"370060544	BUCHA",0,4,PERDEU," ",146,36.5
"370060546	BUCHA",0,4,PERDEU," ",211.72,52.93
"370060547	BUCHA",0,4,PERDEU," ",171.56,42.89
"370060548	BUCHA",0,4,PERDEU," ",127.76,31.94
"370060570	BUCHA",0,4,PERDEU," ",113.16,28.29
"370060571	BUCHA",0,4,PERDEU," ",142.36,35.59
"370060008	PINO SUPERIOR",0,2,PERDEU," ",332.16,166.08
"370060037	PINO",0,4,PERDEU," ",255.52,63.88
"370061143	PINO",0,1,PERDEU," ",197.1,197.1
"370060032	PINO",0,2,PERDEU," ",206.22,103.11
"370060010	PINO",0,2,PERDEU," ",228.12,114.06
"370060009	PINO",0,2,PERDEU," ",220.82,110.41
"370060688	ARRUELA",0,20,PERDEU," ",73,3.65
"370060566	ARRUELA",0,20,PERDEU," ",91.2,4.56
"219001459	BOMBA INJETORA",0,1,PERDEU," ",5608.31,5608.31
"370060876	ARRUELA",0,10,PERDEU," ",36.5,3.65
"370060884	ARRUELA",0,10,PERDEU," ",36.5,3.65
"370060495	PINO",0,2,PERDEU," ",339.46,169.73
"370060047	PINO CENTRAL",0,2,PERDEU," ",240.9,120.45
"370060548	BUCHA",0,4,PERDEU," ",175.2,43.8
"370060122	BUCHA",0,8,PERDEU," ",219.04,27.38
"370060123	BUCHA",0,4,PERDEU," ",156.96,39.24
"370060052	PINO DA CONCHA",0,2,PERDEU," ",228.12,114.06
"370060051	PINO",0,2,PERDEU," ",162.42,81.21
"370060054	PINO",0,2,PERDEU," ",135.06,67.53
"370060053	PINO",0,2,PERDEU," ",113.16,56.58
"370060050	PINO",0,2,PERDEU," ",135.06,67.53
"370060038	BUCHA",0,8,PERDEU," ",357.68,44.71
"370460031	CONCHA TRASEIRA 30",0,1,PERDEU," ",3466.64,3466.64
"370060473	PINO SAPATA",0,4,PERDEU," ",306.6,76.65
"370060093	BUCHA SAPATA",0,8,PERDEU," ",562.08,70.26
"370060120	BUCHA",0,8,PERDEU," ",379.6,47.45
"370060121	BUCHA",0,4,PERDEU," ",270.12,67.53
"219000024	ASSENTO OPERADOR",0,1,PERDEU," ",2121.6,2121.6
"219000446	AMORTECEDOR CAPÔ",0,2,PERDEU," ",390.56,195.28
"210200290	CABO ACELERADOR",0,2,PERDEU," ",226.3,113.15
"219001895	TERMINAL ESFÉRICO",0,4,PERDEU," ",98.56,24.64
"219000251	TERMINAL ESFÉRICO",0,4,PERDEU," ",127.76,31.94
"219000067	CILINDRO FREIO",0,2,PERDEU," ",837.68,418.84
"370360065	PEDAL DE FREIO L.E.",0,1,PERDEU," ",625.98,625.98
"370360064	PEDAL DE FREIO L.D.",0,1,PERDEU," ",625.98,625.98
"370060797	CABO DE FREIO",0,2,PERDEU," ",219,109.5
"21900347	COIFA ALAVANCA DE FREIO",0,1,PERDEU," ",205.32,205.32
"219001599	MANOPLA",0,8,PERDEU," ",138.72,17.34
"370060124	BUCHA DE BRONZE",0,8,PERDEU," ",175.2,21.9
"219000436	RESERVATÓRIO DAGUA",0,1,PERDEU," ",364.09,364.09
"208003894	COXIM",0,10,PERDEU," ",237.3,23.73
"370460009	SUPORTE DIANTEIRO DO MOTOR",0,2,PERDEU," ",346.76,173.38
"370460011	SUPORTE TRASEIRO L.D.",0,1,PERDEU," ",160.6,160.6
"370460010	SUPORTE TRASEIRO L.E.",0,1,PERDEU," ",160.6,160.6
"219001441	RETENTOR VIRABREQUIM",0,2,PERDEU," ",156.96,78.48
"219001447	BOMBA DE ÓLEO",0,1,PERDEU," ",628.72,628.72
"219001503	CÁRTER",0,1,PERDEU," ",709.02,709.02
"219001490	TUBO SUCÇÃO",0,1,PERDEU," ",253.68,253.68
"219001341	JUNTA DO CÁRTER",0,2,PERDEU," ",62.06,31.03
"219001445	JUNTA TAMPA DE VÁLVULAS",0,8,PERDEU," ",226.32,28.29
"219001451	BOMBA ALIMENTADORA",0,2,PERDEU," ",443.48,221.74
"219001453	BOMBA DÁGUA",0,2,PERDEU," ",616.86,308.43
"219002232	ANEL O",0,4,PERDEU," ",14.6,3.65
"219001454	ANEL O",0,4,PERDEU," ",7.32,1.83
"219001425	VÁLVULA TERMOSTÁTICA",0,2,PERDEU," ",255.5,127.75
"219001169	INTERRUPTOR TEMPERATURA DÁGUA",0,2,PERDEU," ",242.72,121.36
"219002728	COLETOR DESCARGA",0,1,PERDEU," ",933.5,933.5
"219002730	JUNTA",0,8,PERDEU," ",21.92,2.74
"219002454	PARAFUSO",0,8,PERDEU," ",21.92,2.74
"219001168	SENSOR TEMPERATURA DÁGUA",0,2,PERDEU," ",160.6,80.3
"219001096	HÉLICE MOTOR",0,1,PERDEU," ",238.17,238.17
"219001256	POLIA LISA",0,1,PERDEU," ",205.32,205.32
"219001257	SUPORTE DA HÉLICE",0,1,PERDEU," ",633.29,633.29
"219001577	ROLAMENTO",0,2,PERDEU," ",277.4,138.7
"129001576	POLIA DA HÉLICE",0,1,PERDEU," ",235.43,235.43
"219002703	PARAFUSO",0,10,PERDEU," ",18.3,1.83
"219002702	PARAFUSO",0,8,PERDEU," ",14.64,1.83
"219002701	ESPAÇADOR DA HÉLICE",0,1,PERDEU," ",157.87,157.87
"219001059	CORREIA",0,2,PERDEU," ",162.42,81.21
"219002461	COLETOR ADMISSÃO",0,1,PERDEU," ",631.46,631.46
"219002704	BUJÃO",0,2,PERDEU," ",47.46,23.73
"219002459	JUNTA",0,8,PERDEU," ",21.92,2.74
"219001796	ALTERNADOR",0,1,PERDEU," ",1334.1,1334.1
"219000645	BOMBA DA TRANSMISSÃO",0,1,PERDEU," ",761.04,761.04
"219000511	RETENTOR DA BOMBA",0,2,PERDEU," ",127.76,63.88
"219000512	ANEL O",0,2,PERDEU," ",12.78,6.39
"219000565	ROLAMENTO",0,2,PERDEU," ",169.72,84.86
"219000569	ROLAMENTO DE AGULHAS",0,4,PERDEU," ",229.96,57.49
"219000634	PLACA",0,28,PERDEU," ",715.4,25.55
"219000635	DISCO",0,24,PERDEU," ",744.72,31.03
"219000760	ENGRENAGEM",0,1,PERDEU," ",1060.34,1060.34
"219000757	PISTÃO EMBREAGEM",0,2,PERDEU," ",638.76,319.38
"219000753	ENGRENAGEM",0,2,PERDEU," ",1098.66,549.33
"219000758	ANEL VEDAÇÃO",0,4,PERDEU," ",186.16,46.54
