descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"76093727	BUCHA",0,4,DESCLASSIFICADO," ",344,86
"76093729	PINO DE EMENDA DO U",0,2,DESCLASSIFICADO," ",736,368
"87666201	PINO LATERAL DO U",0,2,DESCLASSIFICADO," ",510,255
"87677312	PINO BOLA",0,2,DESCLASSIFICADO," ",966,483
"76028737	PINO",0,4,DESCLASSIFICADO," ",364,91
"76043886	PINO",0,4,DESCLASSIFICADO," ",364,91
"76028741	PINO",0,4,DESCLASSIFICADO," ",296,74
"76043887	PINO GIRO LÂMINA",0,4,DESCLASSIFICADO," ",628,157
"87645603	MANCAL SUPERIOR",0,2,DESCLASSIFICADO," ",730,365
"87645604	MANCAL INFERIOR",0,2,DESCLASSIFICADO," ",730,365
"437227A1	PINO",0,4,DESCLASSIFICADO," ",456,114
"87372039	VIDRO",0,1,DESCLASSIFICADO," ",1320,1320
"87372047	VIDRO",0,1,DESCLASSIFICADO," ",1468,1468
"87372048	VIDRO",0,1,DESCLASSIFICADO," ",1550,1550
"87372049	VIDRO",0,1,DESCLASSIFICADO," ",1755,1755
"87371774	VIDRO",0,1,DESCLASSIFICADO," ",1510,1510
"87371775	VIDRO",0,1,DESCLASSIFICADO," ",1632,1632
"87397399	TRINCO",0,2,DESCLASSIFICADO," ",258,129
"76067706	ESPELHO RETROVISOR",0,2,DESCLASSIFICADO," ",352,176
"236781A1	RESERVATÓRIO DÁGUA",0,1,DESCLASSIFICADO," ",318,318
"379461A1	CORREIA AR CONDICIONADO",0,4,DESCLASSIFICADO," ",388,97
"79060730	BUCHA DA CABINE",0,4,DESCLASSIFICADO," ",456,114
"514-1211	PARAFUSO",0,50,DESCLASSIFICADO," ",200,4
"7908544	ARRUELA",0,50,DESCLASSIFICADO," ",350,7
"87383799	PINO",0,4,DESCLASSIFICADO," ",328,82
"87354794	PARAFUSO",0,20,DESCLASSIFICADO," ",440,22
"11122137	PARAFUSO",0,20,DESCLASSIFICADO," ",360,18
"87016606	ARRUELA",0,20,DESCLASSIFICADO," ",60,3
"76033228	PLACA",0,8,DESCLASSIFICADO," ",296,37
"70913467	PORCA",0,8,DESCLASSIFICADO," ",280,35
"76093730	ESPAÇADOR",0,4,DESCLASSIFICADO," ",192,48
"D33047	BUCHA",0,8,DESCLASSIFICADO," ",288,36
"G100438	EMBOLO",0,2,DESCLASSIFICADO," ",254,127
"76066287	RÓTULA",0,4,DESCLASSIFICADO," ",376,94
"76066288	ANEL TRAVA",0,20,DESCLASSIFICADO," ",140,7
"76066264	PORCA DA HASTE",0,2,DESCLASSIFICADO," ",204,102
"2853784	JUNTA",0,10,DESCLASSIFICADO," ",370,37
"4899239	ANEL",0,20,DESCLASSIFICADO," ",260,13
"87390465	TUBO FLEXÍVEL",0,2,DESCLASSIFICADO," ",312,156
"440729A1	TAMPA",0,4,DESCLASSIFICADO," ",216,54
"MAO DE OBRA MECANICA",0,400,DESCLASSIFICADO," ",44000,110
"4700945760	JUNTA TAMPA DE VÁLVULA",0,2,VENCEU," ",149.76,74.88
"4700347119	PINO",0,2,VENCEU," ",134.92,67.46
"4700100040	ROLAMENTO",0,4,VENCEU," ",497.28,124.32
"4700167032	RASPADOR",0,24,VENCEU," ",601.44,25.06
"4700926214	GRAXEIRA",0,50,VENCEU," ",106,2.12
"4700500037	PARAFUSO",0,50,VENCEU," ",289,5.78
"4700382384	AMORTECEDOR DO CAPÔ",0,2,VENCEU," ",377.78,188.89
"4700388089	ROLAMENTO",0,2,VENCEU," ",1526.56,763.28
"4700791927	ANEL O",0,40,VENCEU," ",270,6.75
"4700167023	ANEL TRAVA",0,50,VENCEU," ",530,10.6
"4700801187	COXIM",0,24,VENCEU," ",3284.4,136.85
"4700945731	CORREIA",0,6,VENCEU," ",474.18,79.03
"4700945140	ALTERNADOR",0,1,VENCEU," ",1932.29,1932.29
"4700945730	MOTOR PARTIDA",0,1,VENCEU," ",2239.72,2239.72
"4700382393	CUBO DA HÉLICE",0,1,VENCEU," ",549.33,549.33
"4700379164	HÉLICE",0,1,VENCEU," ",640.88,640.88
"4700387129	COXIM MOTOR",0,8,VENCEU," ",948.32,118.54
"4700392220	RADIADOR",0,1,VENCEU," ",2628.11,2628.11
"4700904551	COXIM RADIADOR",0,10,VENCEU," ",414.4,41.44
"4700392313	RESERVATORIO DÁGUA",0,1,VENCEU," ",348.87,348.87
"4700903714	TAMPA DO RESERVATÓRIO",0,2,VENCEU," ",113.72,56.86
"4700392297	MANGUEIRA RADIADOR SUP.",0,2,VENCEU," ",208.16,104.08
"4700393081	MANGUEIRA RADIADOR INF.",0,2,VENCEU," ",190.82,95.41
"4700313010	ABRAÇADEIRA",0,20,VENCEU," ",67.4,3.37
"4812110507	TUBO SAÍDA",0,2,VENCEU," ",269.84,134.92
"4700392295	SILENCIOSO",0,2,VENCEU," ",628.36,314.18
"4700212553	COROA E PINHÃO",0,1,VENCEU," ",3026.13,3026.13
"4700909574	ROLAMENTO",0,6,VENCEU," ",1052.4,175.4
"4700909581	ROLAMENTO",0,6,VENCEU," ",902.04,150.34
"4700909558	ENGRENAGEM",0,6,VENCEU," ",2440.2,406.7
"4700939262	ENGRENAGEM",0,6,VENCEU," ",1052.4,175.4
"4700909559	ARRUELA",0,20,VENCEU," ",443.4,22.17
"4700923342	ROLAMENTO",0,6,VENCEU," ",942.54,157.09
"4700909609	ANEL O",0,30,VENCEU," ",462.6,15.42
"4700909618	ANEL O",0,30,VENCEU," ",404.7,13.49
"4700909619	ANEL O",0,30,VENCEU," ",289.2,9.64
"4700939284	KIT DISCO DE FREIO",0,2,VENCEU," ",4149.84,2074.92
"4700939265	RETENTOR",0,4,VENCEU," ",528.12,132.03
"4700939266	ROLAMENTO",0,4,VENCEU," ",767.12,191.78
"4700926781	PARAFUSO",0,100,VENCEU," ",1060,10.6
"4700901987	PORCA",0,100,VENCEU," ",578,5.78
"4700939268	COROA ANELAR",0,2,VENCEU," ",1840.74,920.37
"4700939271	ANEL TRAVA",0,50,VENCEU," ",337.5,6.75
"4700939272	ENGRENAGEM",0,10,VENCEU," ",1484.2,148.42
"4700939269	ENGRENAGEM DA COROA",0,4,VENCEU," ",2513.44,628.36
"4700940505	VALVULA SOLENÓIDE",0,2,VENCEU," ",1555.48,777.74
"4700379630	RÓTULA",0,6,VENCEU," ",474.18,79.03
"4700394905	BOMBA DIREÇÃO",0,1,VENCEU," ",1333.81,1333.81
"4700376000	ORBITROL",0,1,VENCEU," ",2738.94,2738.94
"4700392103	PINO",0,8,VENCEU," ",454.88,56.86
"4700392105	HASTE DIREÇÃO",0,2,VENCEU," ",684.26,342.13
"4700377024	CABO REVERSÃO",0,2,VENCEU," ",277.56,138.78
"4700416034	TERMINAL",0,10,VENCEU," ",231.3,23.13
"4700337042	CALÇO",0,20,VENCEU," ",212,10.6
"4700904737	ANEL",0,20,VENCEU," ",404.8,20.24
"4700372772	VOLANTE",0,1,VENCEU," ",577.28,577.28
"4700909583	FLANGE",0,1,VENCEU," ",171.55,171.55
"4700901834	LUVA",0,2,VENCEU," ",127.22,63.61
"4700939017	PRISIONEIRO",0,30,VENCEU," ",231.3,7.71
"4700939273	ROLAMENTO",0,10,VENCEU," ",568.6,56.86
"4700392100	JG REPARO",0,2,VENCEU," ",219.74,109.87
"4700909568	ANEL",0,20,VENCEU," ",135,6.75
"4700939259	ANEL",0,20,VENCEU," ",135,6.75
"4700929631	ESPAÇADOR",0,8,VENCEU," ",485.76,60.72
"4700937170	TAMBOR",0,1,VENCEU," ",1954.46,1954.46
"4700937171	PISTÃO",0,9,VENCEU," ",2246.49,249.61
"4700937180	PLACA",0,8,VENCEU," ",2451.76,306.47
"4700940308	PLACA",0,8,VENCEU," ",3970.56,496.32
"4700908367	EIXO",0,2,VENCEU," ",2696.54,1348.27
"4700937185	ROLAMENTO",0,2,VENCEU," ",1127.58,563.79
"4700938040	EIXO",0,2,VENCEU," ",1098.66,549.33
"4700903571	PLACA",0,4,VENCEU," ",2255.16,563.79
"4700901466	EIXO",0,2,VENCEU," ",1299.12,649.56
"MAO DE OBRA MECANICA",0,300,VENCEU," ",28911,96.37
"423342	ANEL TRAVA",0,10,VENCEU," ",98.3,9.83
"423344	ANEL TRAVA",0,10,VENCEU," ",108.1,10.81
"423330	CONE",0,4,VENCEU," ",782.36,195.59
"423334	CAPA",0,4,VENCEU," ",452.12,113.03
"423471	RETENTOR",0,2,VENCEU," ",859.04,429.52
"423331	CAPA",0,4,VENCEU," ",813.84,203.46
"423332	CONE",0,4,VENCEU," ",495.36,123.84
"423322	ENGRENAGEM",0,2,VENCEU," ",2386.44,1193.22
"423335	ARRUELA",0,10,VENCEU," ",59,5.9
"423314	EIXO",0,2,VENCEU," ",1295.44,647.72
"265175	HÉLICE",0,1,VENCEU," ",356.79,356.79
"267433	RADIADOR DÁGUA",0,1,VENCEU," ",2494.57,2494.57
"255796	SILENCIOSO",0,1,VENCEU," ",348.92,348.92
"335557	MOTOR HIDRÁULICO",0,1,VENCEU," ",3935.48,3935.48
"813652	LUVA",0,2,VENCEU," ",182.82,91.41
"255799	CARDÃ DIFERENCIAL",0,1,VENCEU," ",1149.98,1149.98
"923634	COROA E PINHÃO",0,1,VENCEU," ",2429.69,2429.69
"345580	BOMBA VIBRAÇÃO",0,1,VENCEU," ",2894.6,2894.6
"927642	ORBITROL",0,1,VENCEU," ",2386.45,2386.45
"456023	CABO FREIO",0,2,VENCEU," ",277.18,138.59
"455109	CABO ACELERADOR",0,2,VENCEU," ",253.58,126.79
"347111	HASTE CILINDRO DIREÇÃO",0,2,VENCEU," ",829.56,414.78
"423111	ANEL VEDAÇÃO",0,8,VENCEU," ",770.56,96.32
"160202	ANEL VEDAÇÃO",0,16,VENCEU," ",141.6,8.85
"423106	ARRUELA",0,10,VENCEU," ",1680.7,168.07
"423128	BUCHA DE BRONZE",0,2,VENCEU," ",859.04,429.52
"423109	CARRIER DO REDUTOR",0,1,VENCEU," ",4174.32,4174.32
"190988	EIXO PLANETARIA",0,4,VENCEU," ",1568.68,392.17
"423105	EIXO CARRIER",0,4,VENCEU," ",971.08,242.77
"423112	ENGRENAGEM",0,4,VENCEU," ",4332.56,1083.14
"423115	ENGRENAGEM",0,2,VENCEU," ",5484.5,2742.25
"423113	ENGRENAGEM",0,2,VENCEU," ",6241.32,3120.66
"892474	ENGRENAGEM",0,2,VENCEU," ",2632.16,1316.08
"190998	ENGRENAGEM",0,6,VENCEU," ",1615.86,269.31
"927036	JG REPARO CILINDRO DIREÇÃO",0,4,VENCEU," ",609.4,152.35
"190989	RETENTOR",0,8,VENCEU," ",1682.72,210.34
"190990	RETENTOR",0,4,VENCEU," ",518.96,129.74
"190992	ROLAMENTO",0,4,VENCEU," ",5287.92,1321.98
"923165	ROLAMENTO",0,10,VENCEU," ",324.4,32.44
"190997	ROLAMENTO",0,8,VENCEU," ",7509.28,938.66
"423123	VEDADOR",0,8,VENCEU," ",1218.8,152.35
"MAO DE OBRA MECANICA",0,300,VENCEU," ",29487,98.29
"20959	RADIADOR DÁGUA",0,1,VENCEU," ",3193.24,3193.24
"12422	ABRAÇADEIRA",0,10,VENCEU," ",79.6,7.96
"5254	CABO ACELERADOR",0,2,VENCEU," ",358.12,179.06
"20449	BOMBA",0,1,VENCEU," ",2857.01,2857.01
"22518	COXIM RADIADOR",0,6,VENCEU," ",489.42,81.57
"3976	MOTOR PARTIDA",0,1,VENCEU," ",1921.91,1921.91
"22293	ALTERNADOR",0,1,VENCEU," ",1089.28,1089.28
"17714	SOLENÓIDE",0,2,VENCEU," ",652.58,326.29
"98518	SILENCIOSO",0,1,VENCEU," ",294.45,294.45
"21788	CORREIA ALTERNADOR",0,4,VENCEU," ",457.6,114.4
"10301	PARAFUSO",0,20,VENCEU," ",79.6,3.98
"5583	FAROL",0,6,VENCEU," ",668.52,111.42
"2773	RODA MOTORA",0,2,VENCEU," ",2898.78,1449.39
"10225	PARAFUSO",0,40,VENCEU," ",318.4,7.96
"11181	PARAFUSO",0,380,VENCEU," ",1888.6,4.97
"10490	PORCA",0,380,VENCEU," ",1132.4,2.98
"11873	SAPATA",0,90,VENCEU," ",14503.5,161.15
"11857	RODA GUIA",0,2,VENCEU," ",2709.78,1354.89
"16606	ROLETE",0,12,VENCEU," ",6792.36,566.03
"11854	ROLETE",0,4,VENCEU," ",3179.32,794.83
"98162	ENGRENAGEM",0,4,VENCEU," ",485.44,121.36
"98163	PINO",0,8,VENCEU," ",525.28,65.66
"98419	BUCHA",0,8,VENCEU," ",350.16,43.77
"69993	MOTOR HIDRÁULICO",0,1,VENCEU," ",3437.96,3437.96
"98144	ENGRENAGEM",0,2,VENCEU," ",455.6,227.8
"98145	ENGRENAGEM",0,4,VENCEU," ",648.6,162.15
"11156	ROLAMENTO",0,8,VENCEU," ",748.08,93.51
"16601	COXIM",0,8,VENCEU," ",437.68,54.71
"MAO DE OBRA MECANICA",0,300,VENCEU," ",29844,99.48
"71A151520	SILENCIOSO",0,1,VENCEU," ",876.15,876.15
"66Z771456	COXIM",0,16,VENCEU," ",4321.92,270.12
"71H303014	TUBO SAÍDA",0,2,VENCEU," ",380.76,190.38
"99X254971	EIXO CARDÃ",0,1,VENCEU," ",1210.07,1210.07
"45G147258	ROLAMENTO",0,2,VENCEU," ",901.08,450.54
"11V255215	SUPORTE MOTOR L.E.",0,1,VENCEU," ",568.15,568.15
"11V255214	SUPORTE MOTOR L.D.",0,1,VENCEU," ",568.15,568.15
"25O693147	BOMBA HIDRÁULICA",0,1,VENCEU," ",2935.46,2935.46
"45P475869	RETENTOR",0,4,VENCEU," ",1056.56,264.14
"58N679146	RADIADOR DÁGUA",0,1,VENCEU," ",3104.91,3104.91
"45F551789	ROLAMENTO",0,8,VENCEU," ",1132.32,141.54
"59A31468	ROLAMENTO",0,8,VENCEU," ",1243.92,155.49
"47J128569	TAMPA",0,2,VENCEU," ",1046.6,523.3
"14A786514	COLETOR ADMISSÃO",0,1,VENCEU," ",1230,1230
"11B28146	RETENTOR",0,4,VENCEU," ",857.2,214.3
"45L554678	SUPORTE DO CUBO",0,2,VENCEU," ",1064.54,532.27
"81U392817	SENSOR TEMPERATURA",0,2,VENCEU," ",1311.74,655.87
"45W582541	TUBO",0,2,VENCEU," ",1166.2,583.1
"45M913746	CORRENTE ARRASTO",0,4,VENCEU," ",2280.6,570.15
"12U259478	CHAPEU CHUVA",0,2,VENCEU," ",556.2,278.1
"77Y289173	ROLAMENTO",0,4,VENCEU," ",1144.28,286.07
"93Q314697	BOMBA DÁGUA",0,2,VENCEU," ",1937.7,968.85
"91M962541	SUPORTE",0,8,VENCEU," ",1044.64,130.58
"91M257139	BICO",0,8,VENCEU," ",1642.64,205.33
"99F987256	HÉLICE",0,1,VENCEU," ",1075.5,1075.5
"65A364197	PINO GUIA INFERIOR",0,2,VENCEU," ",721.66,360.83
"65A364198	PINO GUIA SUPERIOR",0,2,VENCEU," ",721.66,360.83
"19N316497	SOLENÓIDE",0,2,VENCEU," ",2621.48,1310.74
"45J255264	CRUZETA",0,8,VENCEU," ",821.36,102.67
"77K631547	BARRA DIREÇÃO",0,2,VENCEU," ",2388.24,1194.12
"59D297346	BUCHA GUIA",0,8,VENCEU," ",1658.64,207.33
"81L838690	MOTOR ARRANQUE",0,1,VENCEU," ",1556.94,1556.94
"MAO DE OBRA MECANICA",0,300,VENCEU," ",29904,99.68
"333/Y4319	PINO",0,2,PERDEU," ",171.88,85.94
"811/50536	PINO",0,4,PERDEU," ",376.68,94.17
"811/90339	PINO",0,4,PERDEU," ",394.96,98.74
"331/18442	COXIM CABINE",0,4,PERDEU," ",252.36,63.09
"331/25996	COXIM CABINE",0,4,PERDEU," ",230.4,57.6
"333/Y9530	AMORTECEDOR",0,2,PERDEU," ",460.8,230.4
"808/00297	BUCHA",0,4,PERDEU," ",226.76,56.69
"1208/0023	BUCHA",0,4,PERDEU," ",157.28,39.32
"809/10030	BUCHA",0,4,PERDEU," ",212.12,53.03
"333/Y0140	PINO",0,4,PERDEU," ",420.6,105.15
"333/D8569	PINO",0,4,PERDEU," ",358.4,89.6
"811/80001	PINO",0,2,PERDEU," ",159.08,79.54
"811/90486	PINO",0,2,PERDEU," ",186.52,93.26
"333/Y0138	PINO",0,2,PERDEU," ",224.92,112.46
"334/Y8081	BUCHA",0,4,PERDEU," ",219.44,54.86
"40/303620	BUCHA",0,8,PERDEU," ",351.12,43.89
"40/303394	BUCHA",0,4,PERDEU," ",138.96,34.74
"40/303392	BUCHA",0,8,PERDEU," ",234.08,29.26
"40/301610	BUCHA",0,4,PERDEU," ",153.6,38.4
"811/50483	PINO",0,2,PERDEU," ",138.98,69.49
"811/50369	PINO",0,2,PERDEU," ",162.74,81.37
"811/50368	PINO",0,2,PERDEU," ",128,64
"1450/0001	GRAXEIRA RETA 1/8",0,30,PERDEU," ",27.3,0.91
"811/90198	PINO",0,4,PERDEU," ",343.76,85.94
"911/40106	PINO",0,2,PERDEU," ",235.9,117.95
"334/Y8082	BUCHA",0,2,PERDEU," ",109.72,54.86
"334/Y8083	BUCHA",0,4,PERDEU," ",153.6,38.4
"40/303381	INTERRUPTOR LUZ FREIO",0,2,PERDEU," ",138.98,69.49
"332/Y3852	CABO ACELERADOR",0,2,PERDEU," ",358.4,179.2
"333/G5390	BOMBA HIDRÁULICA",0,1,PERDEU," ",2939.49,2939.49
"332/G5651	VÁLVULA DIRECIONAL",0,1,PERDEU," ",1353.17,1353.17
"332/G2831	JG REPARO VÁLVULA DIRECIONAL",0,1,PERDEU," ",649.16,649.16
"590/40208	HASTE CILINDRO DIREÇÃO",0,2,PERDEU," ",899.68,449.84
"991/00156	JG. REP. CILINDRO DIREÇÃO",0,4,PERDEU," ",270.64,67.66
"594/14074	TAMPA CILINDRO DIREÇÃO",0,2,PERDEU," ",411.44,205.72
"335/F5467	HASTE CILINDRO CAÇAMBA",0,2,PERDEU," ",976.48,488.24
"335/F5470	TAMPA CILINDRO CAÇAMBA",0,2,PERDEU," ",351.1,175.55
"335/F5476	JG. REP. CILINDRO CAÇAMBA",0,4,PERDEU," ",256,64
"335/C1379	HASTE CILINDRO LEVANTE",0,2,PERDEU," ",883.22,441.61
"336/A1144	TAMPA CILINDRO LEVANTE",0,2,PERDEU," ",31.08,15.54
"336/A1145	JG. REP. CILINDRO LEVANTE",0,4,PERDEU," ",226.76,56.69
"550/42261	JG. REP. CILINDRO GIRO",0,4,PERDEU," ",256,64
"333/Y7206	CAMISA CILINDRO GIRO",0,2,PERDEU," ",1826.78,913.39
"335/C1391	HASTE CILINDRO GIRO",0,2,PERDEU," ",1099,549.5
"333/Y7207	TAMPA DO CILINDRO DE GIRO",0,2,PERDEU," ",1254.42,627.21
"559/70202	CAMISA CILINDRO SAPATA",0,2,PERDEU," ",1726.2,863.1
"332/F8047	TAMPA CILINDRO SAPATA",0,2,PERDEU," ",341.94,170.97
"590/40207	HASTE CILINDRO SAPATA",0,2,PERDEU," ",1099,549.5
"991/20003	JG. REP. CILINDRO SAPATA",0,4,PERDEU," ",256,64
"1208/0021	BUCHA",0,4,PERDEU," ",113.36,28.34
"1208/0015	BUCHA",0,4,PERDEU," ",124.36,31.09
"335/H1435	CAMISA CILINDRO LANÇA",0,1,PERDEU," ",842.07,842.07
"550/40911	HASTE CILINDRO LANÇA",0,1,PERDEU," ",553.15,553.15
"550/42076	EMBÔLO CILINDRO LANÇA",0,1,PERDEU," ",239.55,239.55
"333/Y6677	TAMPA CILINDRO LANÇA",0,1,PERDEU," ",185.6,185.6
"333/Y6024	JG. REP. CILINDRO LANÇA",0,2,PERDEU," ",120.68,60.34
"335/H1437	CAMISA CILINDRO PROFUNDIDADE",0,1,PERDEU," ",884.13,884.13
"335/H1438	HASTE CILINDRO PROFUNDIDADE",0,1,PERDEU," ",488.24,488.24
"333/Y6022	BUCHA",0,2,PERDEU," ",78.64,39.32
"550/42087	EMBÔLO CILINDRO PROFUNDIDADE",0,1,PERDEU," ",192,192
"333/Y6021	TAMPA CILINDRO PROFUNDIDADE",0,1,PERDEU," ",149.95,149.95
"333/Y6023	JG. REP. CILINDRO PROFUNDIDADE",0,2,PERDEU," ",135.32,67.66
"335/H1322	CAMISA CILINDRO CONCHA TRASEIRA",0,1,PERDEU," ",806.42,806.42
"335/H1323	HASTE CILINDRO CONCHA TRASEIRA",0,1,PERDEU," ",442.52,442.52
"550/42101	EMBÔLO CILINDRO CONCHA TRASEIRA",0,1,PERDEU," ",170.97,170.97
"332/Y8993	TAMPA CILINDRO CONCHA TRASEIRA",0,1,PERDEU," ",160.92,160.92
"332/Y6502	BUCHA",0,2,PERDEU," ",93.26,46.63
"332/Y6514	BUCHA",0,2,PERDEU," ",85.94,42.97
"332/Y8994	JG. REP. CILINDRO CONCHA TRASEIRA",0,2,PERDEU," ",128,64
"829/00548	BUCHA",0,4,PERDEU," ",128,32
"907/08400	MANCAL",0,4,PERDEU," ",95.08,23.77
"904/50040	RETENTOR",0,4,PERDEU," ",157.28,39.32
"2203/1082	ARRUELA",0,4,PERDEU," ",124.36,31.09
"450/10205	ENGRENAGEM ANELAR",0,2,PERDEU," ",983.8,491.9
"450/10206	ENGRENAGEM",0,6,PERDEU," ",943.56,157.26
"450/12403	ENGRENAGEM",0,2,PERDEU," ",506.52,253.26
"907/20043	ROLAMENTO",0,4,PERDEU," ",822.88,205.72
"904/M6779	RETENTOR",0,4,PERDEU," ",259.68,64.92
"914/88100	SEMI EIXO CONJUNTO",0,2,PERDEU," ",2254.68,1127.34
"914/88101	SEMI EIXO CURTO",0,2,PERDEU," ",469.96,234.98
"914/86301	SEMI EIXO LONGO",0,2,PERDEU," ",841.16,420.58
"914/86202	CRUZETA",0,8,PERDEU," ",277.92,34.74
"458/M1350	COROA E PINHÃO DIANTEIRA",0,1,PERDEU," ",2774.91,2774.91
"907/09200	ROLAMENTO",0,4,PERDEU," ",508.36,127.09
"448/36400	KIT ENGRENAGENS DIFERENCIAL",0,1,PERDEU," ",2125.76,2125.76
"826/11353	PARAFUSO",0,20,PERDEU," ",347.4,17.37
"826/01714	PORCA",0,20,PERDEU," ",109.8,5.49
"332/Y8135	PLACA",0,20,PERDEU," ",1005.8,50.29
"332/Y8134	DISCO",0,24,PERDEU," ",1031.28,42.97
"458/70246	COROA E PINHÃO TRASEIRA",0,1,PERDEU," ",3002.58,3002.58
"907/50100	ROLAMENTO",0,4,PERDEU," ",373.04,93.26
"914/60181	EIXO CARDÃ DIANTEIRO",0,1,PERDEU," ",859.45,859.45
"914/56401	CRUZETA",0,4,PERDEU," ",201.16,50.29
"914/60266	EIXO CARDÃ TRASEIRO",0,1,PERDEU," ",709.5,709.5
"445/12307	PLACA",0,20,PERDEU," ",786.4,39.32
"445/03205	DISCO",0,20,PERDEU," ",841.2,42.06
"907/52800	ROLAMENTO",0,4,PERDEU," ",504.68,126.17
"459/50428	ENGRENAGEM",0,1,PERDEU," ",902.42,902.42
"459/50429	ENGRENAGEM",0,1,PERDEU," ",812.82,812.82
"445/73503	PISTÃO",0,2,PERDEU," ",1384.26,692.13
"20/925552	BOMBA TRANSMISSÃO",0,1,PERDEU," ",848.47,848.47
"128/C1230	TUBO SAÍDA",0,1,PERDEU," ",150.86,150.86
"128/H2997	SILENCIOSO",0,1,PERDEU," ",592.47,592.47
"332/G3688	RADIADOR DE ÓLEO",0,1,PERDEU," ",1875.24,1875.24
"332/G3762	RADIADOR DÁGUA",0,1,PERDEU," ",3431.39,3431.39
"332/H2847	DEFLETOR RADIADOR",0,1,PERDEU," ",1153.85,1153.85
"128/15696	RESERVATÓRIO DÁGUA",0,1,PERDEU," ",418.75,418.75
"477/00223	TAMPA RESERVATÓRIO DÁGUA",0,2,PERDEU," ",129.84,64.92
"30/925526	HÉLICE MOTOR",0,1,PERDEU," ",649.16,649.16
"331/47063	ESPAÇADOR",0,1,PERDEU," ",207.55,207.55
"1315/3315Z	PARAFUSO",0,10,PERDEU," ",9.1,0.91
"320/08608	CORREIA",0,4,PERDEU," ",314.52,78.63
"335/H5757	TAMPA TANQUE DIESEL",0,1,PERDEU," ",149.95,149.95
"811/10091	PINO",0,2,PERDEU," ",190.18,95.09
"334/E0829	ESPELHO RETROVISOR",0,2,PERDEU," ",181.04,90.52
"255/35203	COXIM",0,8,PERDEU," ",277.92,34.74
"40/303339	RASPADOR",0,10,PERDEU," ",82.3,8.23
"907/M5375	ROLAMENTO",0,8,PERDEU," ",760.72,95.09
"828/00196	ANEL O",0,8,PERDEU," ",65.84,8.23
"333/Y4500	CILINDRO MESTRE FREIO",0,2,PERDEU," ",1161.16,580.58
"320/08583	POLIA VENTILADOR",0,1,PERDEU," ",172.8,172.8
"320/08773	POLIA AR CONDICIONADO",0,1,PERDEU," ",150.86,150.86
"320/08550	CUBO DA VENTOINHA",0,1,PERDEU," ",1032.25,1032.25
"320/08802	PARAFUSO",0,20,PERDEU," ",14.6,0.73
"809/00102	BUCHA",0,2,PERDEU," ",109.72,54.86
"809/00093	BUCHA",0,2,PERDEU," ",93.26,46.63
"816/80012	BUJÃO",0,2,PERDEU," ",69.48,34.74
"334/Y8473	SENSOR NÍVEL COMBUSTÍVEL",0,1,PERDEU," ",242.29,242.29
"333/Y1376	TAMPA TANQUE HIDRÁULICO",0,1,PERDEU," ",293.49,293.49
"811/10025	PINO",0,2,PERDEU," ",248.7,124.35
"1315/3722Z	PARAFUSO",0,4,PERDEU," ",36.56,9.14
"1315/3717Z	PARAFUSO",0,4,PERDEU," ",32.92,8.23
"332/P7213	SUPORTE ELÁSTICO",0,4,PERDEU," ",533.96,133.49
"40/302729	COXIM",0,6,PERDEU," ",285.24,47.54
"819/00132	ESPAÇADOR 3.5MM",0,4,PERDEU," ",25.6,6.4
"819/00133	ESPAÇADOR 4.0MM",0,4,PERDEU," ",29.24,7.31
"819/00134	ESPAÇADOR 4,5MM",0,4,PERDEU," ",29.24,7.31
"819/00135	ESPAÇADOR 5.0MM",0,4,PERDEU," ",32.92,8.23
"819/00136	ESPAÇADOR 5.5MM",0,4,PERDEU," ",32.92,8.23
"819/00137	ESPAÇADOR 6.0MM",0,4,PERDEU," ",32.92,8.23
"331/34392	COXIM CABINE SUPERIOR LD",0,4,PERDEU," ",128,32
"331/34393	COXIM CABINE SUPERIOR LE",0,4,PERDEU," ",128,32
"334/Y0831	VIDRO SUPERIOR DA PORTA LE",0,1,PERDEU," ",496.47,496.47
"334/Y0832	VIDRO INFERIOR DA PORTA LE",0,1,PERDEU," ",318.18,318.18
"334/0833	VIDRO SUPERIOR DA PORTA LD",0,1,PERDEU," ",496.47,496.47
"334/Y0834	VIDRO INFERIOR DA PORTA LD",0,1,PERDEU," ",319.09,319.09
"335/F9996	VIDRO TRASEIRO",0,1,PERDEU," ",848.47,848.47
"335/G1452	VIDRO JANELA LATERAL LD",0,1,PERDEU," ",277.95,277.95
"334/Y0835	VIDRO JANELA LATERAL LE",0,1,PERDEU," ",277.95,277.95
"332/F4944	VIDRO DIANTEIRO",0,1,PERDEU," ",1053.28,1053.28
"332/F4945	VIDRO DIANTEIRO INFERIOR LE",0,1,PERDEU," ",263.32,263.32
"332/F4950	VIDRO DIANTEIRO INFERIOR LD",0,1,PERDEU," ",263.32,263.32
"808/00296	BUCHA",0,4,PERDEU," ",157.28,39.32
"1450/0002	GRAXEIRA RETA 1/4",0,10,PERDEU," ",9.1,0.91
"334/Y1685	ESPAÇADOR",0,4,PERDEU," ",98.76,24.69
"823/10347	CALÇO 65MM",0,10,PERDEU," ",18.3,1.83
"811/90473	PINO",0,2,PERDEU," ",135.32,67.66
"821/00517	ARRUELA 60MM",0,10,PERDEU," ",18.3,1.83
"811/90676	PINO",0,2,PERDEU," ",120.68,60.34
