descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"5161817	EIXO",0,1,PERDEU," ",1699.45,1699.45
"5138660	ROLAMENTO ACIONADOR",0,2,PERDEU," ",445.38,222.69
"5125062	SEMI EIXO L.D.",0,1,PERDEU," ",1355.03,1355.03
"5125063	SEMI EIXO L.E.",0,1,PERDEU," ",1355.03,1355.03
"5125349	EIXO ACIONADOR",0,1,PERDEU," ",1807.96,1807.96
"5123466	LUVA ESTRIADA",0,2,PERDEU," ",545.4,272.7
"5123982	ENGRENAGEM MOTORA",0,2,PERDEU," ",2209.94,1104.97
"5160495	ENGRENAGEM INTERMEDIÁRIA",0,2,PERDEU," ",4129.24,2064.62
"5174202	GARFO",0,2,PERDEU," ",3657.44,1828.72
"5127387	GARFO",0,2,PERDEU," ",3470.6,1735.3
"73401126	KIT DIFERENCIAL",0,1,PERDEU," ",2574.17,2574.17
"5125065	ENGRENAGEM",0,6,PERDEU," ",1200.3,200.05
"5125064	COROA DENTADA",0,2,PERDEU," ",2164.64,1082.32
"4997203	PINO",0,6,PERDEU," ",554.82,92.47
"5173735	PONTA EIXO",0,2,PERDEU," ",4746.36,2373.18
"20645490	ROLAMENTO",0,4,PERDEU," ",803.96,200.99
"20141040	ROLAMENTO",0,4,PERDEU," ",1060.64,265.16
"5123205	RETENTOR",0,2,PERDEU," ",364.24,182.12
"MAO DE OBRA MECANICA",0,200,PERDEU," ",19250,96.25
"7021502	BÓIA",0,1,PERDEU," ",569.93,569.93
"7202084	JUNTA LATERAL",0,8,PERDEU," ",264.56,33.07
"7003606	JG. REP. CILINDRO HIDRÁULICO",0,4,PERDEU," ",548.52,137.13
"7039127	PINO CENTRAL",0,2,PERDEU," ",562.16,281.08
"7010753	PARAFUSO SEXTAVADO",0,16,PERDEU," ",217.92,13.62
"7022241	BLOCO VÁLVULA VIBRADORA",0,2,PERDEU," ",4789,2394.5
"70003421	VÁLVULA DE BLOQUEIO",0,2,PERDEU," ",3828.08,1914.04
"2551147	BOMBA DE ENGRENAGENS",0,1,PERDEU," ",3673.45,3673.45
"2551217	HÉLICE DO MOTOR",0,1,PERDEU," ",1396.63,1396.63
"2590707	TAMPA RADIADOR",0,2,PERDEU," ",95.32,47.66
"2590704	VISOR NÍVEL RADIADOR",0,1,PERDEU," ",428.91,428.91
"2590219	COXIM",0,8,PERDEU," ",723.6,90.45
"2554717	MANGUEIRA DA TURBINA",0,2,PERDEU," ",540.76,270.38
"2554701	SILENCIOSO",0,1,PERDEU," ",510.61,510.61
"7010569	PARAFUSO SEXTAVADO",0,24,PERDEU," ",210,8.75
"2554996	MANGUEIRA INF. RADIADOR",0,2,PERDEU," ",258.7,129.35
"2554980	MANGUEIRA SUP. RADIADOR",0,2,PERDEU," ",250.92,125.46
"7012422	ABRAÇADEIRA",0,8,PERDEU," ",38.88,4.86
"7123903	PINHÃO",0,2,PERDEU," ",2915.8,1457.9
"7123905	PINHÃO",0,2,PERDEU," ",2483.98,1241.99
"7123906	ROLAMENTO",0,8,PERDEU," ",2233.04,279.13
"7123909	ANEL O",0,20,PERDEU," ",97.2,4.86
"7123910	ANEL O",0,20,PERDEU," ",87.6,4.38
"7055903	FAROL CONJUNTO",0,6,PERDEU," ",776.1,129.35
"7202773	RODA MOTRIZ",0,2,PERDEU," ",4257.96,2128.98
"7016606	ROLETE",0,12,PERDEU," ",11904.36,992.03
"7011854	ROLETE",0,2,PERDEU," ",2499.54,1249.77
"7098178	CORRENTE",0,4,PERDEU," ",2839.96,709.99
"7098179	CORRENTE",0,4,PERDEU," ",2781.6,695.4
"7098162	ENGRENAGEM",0,4,PERDEU," ",3676.36,919.09
"7098419	BUCHA",0,6,PERDEU," ",735.3,122.55
"12413	COXIM DE BORRACHA",0,8,PERDEU," ",762.48,95.31
"MAO DE OBRA MECANICA",0,200,PERDEU," ",19840,99.2
"VA32E0102100	JUNTA CABEÇOTE",0,2,PERDEU," ",1252.54,626.27
"VA32E0102100	PARAFUSO",0,20,PERDEU," ",159.4,7.97
"VA3430102200	GUIA DE VÁLVULA ADMISSÃO",0,4,PERDEU," ",653.16,163.29
"VA3430102300	GUIA DE VÁLVULA ESCAPE",0,4,PERDEU," ",565.52,141.38
"VA3430101600	VÁLVULA ESCAPE",0,4,PERDEU," ",509.76,127.44
"VA32G0102100	VÁLVULA ADMISSÃO",0,4,PERDEU," ",473.92,118.48
"VA3430511100	TUCHO DE VÁLVULA",0,8,PERDEU," ",1242.56,155.32
"VA3430909051	JG DE BRONZINA",0,5,PERDEU," ",921,184.2
"VA34311200080	RETENTOR",0,2,PERDEU," ",440.08,220.04
"VA32G1200100	CARCAÇA",0,1,PERDEU," ",1799.15,1799.15
"VA32G1311200	INDICADOR PRESSÃO ÓLEO",0,2,PERDEU," ",448.04,224.02
"VA3421304100	JUNTA CÁRTER",0,2,PERDEU," ",227,113.5
"VA32G1302010	CÁRTER MOTOR",0,1,PERDEU," ",687,687
"VA32F1720100	PISTÃO DO MOTOR",0,4,PERDEU," ",3353.36,838.34
"VA3431707020	JG DE ANÉIS ,025MM",0,4,PERDEU," ",971.76,242.94
"VA32F1902200	JG DE BRONZINA",0,4,PERDEU," ",760.68,190.17
"VA32G2000010	VIRABREQUIM",0,1,PERDEU," ",2858.53,2858.53
"VA32G2100010	VOLANTE MOTOR",0,1,PERDEU," ",1987.33,1987.33
"VA3432101201	CREMALHEIRA",0,1,PERDEU," ",1166.91,1166.91
"VA9223321600	PARAFUSO",0,12,PERDEU," ",155.28,12.94
"VA32G2302010	ENGRENAGEM INTERMEDIÁRIA",0,1,PERDEU," ",1876.81,1876.81
"VA32G300300	ENGRENAGEM GUIA",0,1,PERDEU," ",956.83,956.83
"VA32G2304300	ROLAMENTO",0,1,PERDEU," ",206.1,206.1
"VA32G304100	EIXO GUIA",0,1,PERDEU," ",392.29,392.29
"VA32G010100	COLETOR ADMISSÃO",0,1,PERDEU," ",1007.61,1007.61
"VA3423221600	COLETOR ESCAPE",0,1,PERDEU," ",675.06,675.06
"VA32E3201700	JUNTA COLETOR",0,4,PERDEU," ",79.64,19.91
"VA3423203502	TUBO ESCAPE",0,2,PERDEU," ",661.12,330.56
"VA4918902750	TURBINA",0,1,PERDEU," ",5725.03,5725.03
"VA4918314000	ABRAÇADEIRA",0,4,PERDEU," ",63.72,15.93
"VA32A3610010	VALVULA DE SEGURANÇA",0,2,PERDEU," ",521.72,260.86
"VA3423902101	RADIADOR DE ÓLEO",0,1,PERDEU," ",3426.06,3426.06
"YY30P01006P1	SUPORTE BOMBA HIDRÁULICA",0,1,PERDEU," ",1344.14,1344.14
"VA3434021070	CABEÇOTE DO FILTRO",0,1,PERDEU," ",557.57,557.57
"VA3444302500	RESPIRO DO MOTOR",0,2,PERDEU," ",599.38,299.69
"VAF430003201	ABRAÇADEIRA",0,6,PERDEU," ",59.76,9.96
"VA32G4301100	TUBO",0,2,PERDEU," ",509.78,254.89
"VA32G450100	POLIA BOMBA DÁGUA",0,1,PERDEU," ",428.13,428.13
"VA3434611500	SENSOR",0,1,PERDEU," ",624.28,624.28
"VA3434904400	CORREIA BOMBA DÁGUA",0,4,PERDEU," ",442.08,110.52
"VA3434801900	ESPAÇADOR",0,1,PERDEU," ",426.14,426.14
"VA32G4800200	HELICE",0,1,PERDEU," ",1513.4,1513.4
"VA32G103400	TUBO INJETOR",0,2,PERDEU," ",280.78,140.39
"VA32G103500	TUBO INJETOR",0,2,PERDEU," ",280.78,140.39
"VA32G103600	TUBO INJETOR",0,2,PERDEU," ",280.78,140.39
"VA32G6103700	TUBO INJETOR",0,2,PERDEU," ",280.78,140.39
"VA32G6100300	BOMBA INJETORA",0,1,PERDEU," ",9849.04,9849.04
"VA0556370258	ANEL ORING",0,1,PERDEU," ",136.41,136.41
"VA32G6600100	MOTOR DE ARRANQUE",0,1,PERDEU," ",3507.7,3507.7
"VA32G6800100	ALTERNADOR",0,1,PERDEU," ",1699.59,1699.59
"VA32G9000400	SENSOR PRESSÃO",0,1,PERDEU," ",753.71,753.71
"VA32G9000600	SENSOR",0,2,PERDEU," ",1093.24,546.62
"VA32G9000700	SENSOR",0,1,PERDEU," ",336.53,336.53
"VA32G9000200	SENSOR TEMPERATURA DÁGUA",0,1,PERDEU," ",633.24,633.24
"YN35V00050F1	VALVULA SOLENÓIDE",0,1,PERDEU," ",1407.86,1407.86
"YY01V00055R500	JG REP. CILINDRO CAÇAMBA",0,2,PERDEU," ",3699.86,1849.93
"YY01V00054R500	JG REP. CILINDRO PROFUNDIDADE",0,2,PERDEU," ",3333.46,1666.73
"YY01V00053R500	JG RE. CILINDRO LEVANTE",0,4,PERDEU," ",5380.52,1345.13
"YY10V00009F1	BOMBA HIDRAÚLICA",0,1,PERDEU," ",17757.55,17757.55
"YN42H02349P1	ABRAÇADEIRA",0,10,PERDEU," ",109.5,10.95
"YY42H01477P1	ABRAÇADEIRA",0,10,PERDEU," ",99.6,9.96
"YY01V00055F1	CILINDRO DA CONCHA",0,1,PERDEU," ",4967.33,4967.33
"2418T23986D1	ANEL",0,8,PERDEU," ",63.76,7.97
"2419T6002D7	PINO TRAVA",0,8,PERDEU," ",119.44,14.93
"2445Z869	ANEL ORING",0,8,PERDEU," ",135.44,16.93
"YY12B01436P1	PINO",0,1,PERDEU," ",1228.64,1228.64
"YY12B01448P1	BUCHA",0,4,PERDEU," ",1740.4,435.1
"YY12B01449P1	BUCHA",0,4,PERDEU," ",1461.64,365.41
"YY12B01446P1	BUCHA",0,4,PERDEU," ",2055.04,513.76
"YY12B01447P1	BUCHA",0,4,PERDEU," ",1417.8,354.45
"YY01V00053F1	CILINDRO LEVANTE",0,2,PERDEU," ",8445.16,4222.58
"YY12B01428P1	PINO",0,2,PERDEU," ",1670.72,835.36
"YY12B01429P1	PINO",0,2,PERDEU," ",1706.56,853.28
"YM12B01120P1	BUCHA",0,4,PERDEU," ",1119.12,279.78
"YB12B01101P1	BUCHA",0,4,PERDEU," ",1688.64,422.16
"YY12B01432P1	PINO",0,2,PERDEU," ",2094.86,1047.43
"YY12B01427P1	PINO",0,4,PERDEU," ",3672,918
"YY12B01435P1	PINO",0,2,PERDEU," ",1591.06,795.53
"YM80S00001F1	FAROL CONJUNTO",0,4,PERDEU," ",1071.32,267.83
"YY02B01174P1	PINO",0,4,PERDEU," ",2684.28,671.07
"YY60D01004P1	PARAFUSO",0,368,PERDEU," ",1832.64,4.98
"LP60D01002P1	PORCA",0,368,PERDEU," ",1280.64,3.48
"2424J113C1	SAPATA",0,92,PERDEU," ",17220.56,187.18
"YY62D01027P1	ELO",0,92,PERDEU," ",4121.6,44.8
"YY62D01029P1	BUCHA",0,90,PERDEU," ",3404.7,37.83
"YY62D01031P1	PINO",0,90,PERDEU," ",5018.4,55.76
"YY64D01002F1	ROLETE SUPERIOR",0,4,PERDEU," ",3050.68,762.67
"YY64D00027F1	ROLETE INFERIOR",0,14,PERDEU," ",7875.7,562.55
"YY54D01004P1	MOLA TENSORA",0,2,PERDEU," ",3980.64,1990.32
"YY52D00006P1	RODA GUIA",0,2,PERDEU," ",3255.8,1627.9
"LP52D01009P1	MANCAL RODA GUIA",0,4,PERDEU," ",1254.52,313.63
"2445R441F1	DUOCONE",0,4,PERDEU," ",832.36,208.09
"YY51D01006P1	RODA MOTRIZ",0,2,PERDEU," ",4231.54,2115.77
"LP53D01001P1	PARAFUSO",0,36,PERDEU," ",645.12,17.92
"YY30V00058P1	VALVULA DE CONTROLE",0,1,PERDEU," ",6817.27,6817.27
"ZS18C16045	PARAFUSO",0,14,PERDEU," ",76.72,5.48
"YN20M01675P1	CONDENSADOR",0,1,PERDEU," ",3572.42,3572.42
"YW21C01302P1	AMORTECEDOR",0,2,PERDEU," ",862.24,431.12
"YB02C01066F1	VIDRO",0,1,PERDEU," ",1169.9,1169.9
"YB51C01001P1	VIDRO",0,1,PERDEU," ",1325.22,1325.22
"YY01V00055S005	TAMPA CILINDRO CONCHA",0,1,PERDEU," ",254.89,254.89
"YY01V00055S016	EMBOLO CILINDRO CONCHA",0,1,PERDEU," ",389.3,389.3
"YN50C01173P1	VIDRO",0,1,PERDEU," ",1062.37,1062.37
"YN53C01003F1	MOTOR ELÉTRICO",0,1,PERDEU," ",2046.08,2046.08
"YN40F01019DD	ANEL VEDAÇÃO",0,2,PERDEU," ",493.84,246.92
"YN53C01003S002	PALHETA LIMPADOR",0,2,PERDEU," ",444.06,222.03
"2444P803	VÁLVULA ESTEIRA",0,4,PERDEU," ",254.88,63.72
"LP52D01003P1	EIXO RODA GUIA",0,2,PERDEU," ",730.82,365.41
"LP52D01004P1	BUCHA RODA GUIA",0,4,PERDEU," ",541.64,135.41
"YN02C01787P1	VIDRO",0,1,PERDEU," ",1546.26,1546.26
"2427U900	RESERVATÓRIO",0,1,PERDEU," ",277.79,277.79
"YN03M01695P1	COXIM MOTOR",0,4,PERDEU," ",912.04,228.01
"ZM22C10035	COXIM MOTOR",0,4,PERDEU," ",1071.32,267.83
"YY01V00054S016	EMBOLO CILINDRO PROFUNDIDADE",0,1,PERDEU," ",294.71,294.71
"YY01V00054S005	TAMPA CILINDRO PROFUNDIDADE",0,1,PERDEU," ",456.01,456.01
"YX22V00007F1	EIXO MOTOR DE GIRO",0,1,PERDEU," ",2089.88,2089.88
"YX32W0002S210	ENGRENAGEM",0,3,PERDEU," ",2362.68,787.56
"YX15V00004S742	PLACA FRICÇÃO",0,3,PERDEU," ",2386.59,795.53
"YX15V00004S743	PLACA FRICÇÃO",0,4,PERDEU," ",3548.52,887.13
"YM30P01007F1	ACOPLAMENTO",0,1,PERDEU," ",2222.31,2222.31
"45Z91D104	ANEL ORING",0,8,PERDEU," ",47.76,5.97
"YN20P01034P2	TAMPA TANQUE DIESEL",0,2,PERDEU," ",276.8,138.4
"YY12P00012P1	SILENCIOSO",0,1,PERDEU," ",1104.18,1104.18
"YB12P01013P1	TUBO",0,1,PERDEU," ",460.99,460.99
"YY11P01028P1	MANGUEIRA FILTRO DE AR",0,1,PERDEU," ",361.42,361.42
"YY05P00031S001	RADIADOR DÁGUA",0,1,PERDEU," ",4115.05,4115.05
"YN02P01095P1	COXIM",0,8,PERDEU," ",1378,172.25
"YY02P01027P1	SUPORTE DE FERRO",0,1,PERDEU," ",415.19,415.19
"YY02P01028P1	SUPORTE DE FERRO",0,1,PERDEU," ",498.82,498.82
"YY01V00054F1	CILINDRO DE PROFUNDIDADE",0,1,PERDEU," ",5259.06,5259.06
"YF30V00013F1	DISTRIBUIDOR",0,1,PERDEU," ",4579.03,4579.03
"YN30V00105F1	VÁLVULA PILOTO",0,1,PERDEU," ",2700.22,2700.22
"YN12B01602D1	ARRUELA DE AJUSTE",0,8,PERDEU," ",103.52,12.94
"YY01V00053S016	EMBOLO CILINDRO LEVANTE",0,2,PERDEU," ",551.6,275.8
"YY01V00053S005	TAMPA DO CILINDRO LEVANTE",0,2,PERDEU," ",882.16,441.08
"YN52S00032P1	POTENCIONADOR",0,1,PERDEU," ",1808.11,1808.11
"YY05P01238P1	TUBO FLEXIVEL",0,1,PERDEU," ",1655.78,1655.78
"YN53C01003S001	BRAÇO LIMPADOR",0,2,PERDEU," ",1328.2,664.1
"MAO DE OBRA MECANICA",0,300,PERDEU," ",28974,96.58
"YN52D01008P1	PINO TRAVA",0,4,PERDEU," ",51.52,12.88
"2830445	JUNTA",0,8,PERDEU," ",245.76,30.72
"2445R220D4	ANEL VEDAÇÃO",0,8,PERDEU," ",95.12,11.89
"YM12B01039P1	ELO",0,1,PERDEU," ",475.69,475.69
"2444P803	VÁLVULA ESTICADOR",0,2,PERDEU," ",63.42,31.71
"YN50C01189P1	FECHADURA",0,1,PERDEU," ",351.81,351.81
"YN20M00107S020	EVAPORADOR",0,1,PERDEU," ",4436.82,4436.82
"YM12P00010P1	SILENCIOSO",0,1,PERDEU," ",681.82,681.82
"YM12P01009P1	TUBO ESCAPE",0,1,PERDEU," ",231.9,231.9
"YN64D01068F1	ROLETE SUPERIOR",0,8,PERDEU," ",6390.16,798.77
"2445R361F1	DUOCONE",0,8,PERDEU," ",650.08,81.26
"YN64D01069P1	EIXO",0,4,PERDEU," ",943.44,235.86
"YN03M01695P1	COXIM MOTOR",0,8,PERDEU," ",396.4,49.55
"YN50C01173P1	VIDRO FRONTAL",0,1,PERDEU," ",1624.29,1624.29
"YM54D01003P2	MOLA ESTEIRA",0,2,PERDEU," ",2695.58,1347.79
"YF64D00001F1	ROLETE INFERIOR",0,14,PERDEU," ",7644.7,546.05
"YM51D01001P1	RODA MOTRIZ",0,2,PERDEU," ",2784.78,1392.39
"ZS13C16045	PARAFUSO",0,120,PERDEU," ",595.2,4.96
"YN40F01019D7	ANEL VEDAÇÃO",0,4,PERDEU," ",15.84,3.96
"YM12B01052P1	PINO",0,2,PERDEU," ",1609.42,804.71
"2445R138D8	RETENTOR",0,8,PERDEU," ",142.72,17.84
"YM43H01013P1	TUBO HIDRÁULICO",0,2,PERDEU," ",509.38,254.69
"YM60D00004P1	SAPATA",0,60,PERDEU," ",11119.2,185.32
"YN52D01011P1	MANCAL RODA GUIA",0,4,PERDEU," ",1395.36,348.84
"2445R152D1	ANEL ORING",0,8,PERDEU," ",39.68,4.96
"YB10V00004S019	VEDADOR",0,2,PERDEU," ",43.6,21.8
"YM01V00017R300	JG. REP. CILINDRO PROFUNDIDADE",0,1,PERDEU," ",1126.79,1126.79
"YN52D01001P1	EIXO RODA GUIA",0,2,PERDEU," ",491.54,245.77
"ZD11G07000	ANEL",0,8,PERDEU," ",39.68,4.96
"2439P177	PISTÃO ESTICADOR",0,2,PERDEU," ",983.1,491.55
"YN40F01019D8	ANEL VEDAÇÃO",0,4,PERDEU," ",19.84,4.96
"YN52D01006P1	RODA GUIA",0,2,PERDEU," ",2253.58,1126.79
"2420P1580D4	PARAFUSO",0,56,PERDEU," ",316.4,5.65
"2445R451F1	DUOCONE",0,8,PERDEU," ",848.32,106.04
"YM01V00017F1	CILINDRO PROFUNDIDADE",0,1,PERDEU," ",4559.7,4559.7
"2438U999S4	BUCHA METÁLICA",0,2,PERDEU," ",10.9,5.45
"LQ01V00003S014	EMBÔLO",0,1,PERDEU," ",334.97,334.97
"YN02C02136P1	VIDRO LATERAL",0,1,PERDEU," ",798.77,798.77
"YM12B01070P1	PINO",0,2,PERDEU," ",1250.68,625.34
"YN12B01596P1	BUCHA",0,4,PERDEU," ",840.4,210.1
"YM01V00019F1	CILINDRO LEVANTE",0,2,PERDEU," ",6879.7,3439.85
"2438U1109S14	BUCHA METÁLICA",0,2,PERDEU," ",107.04,53.52
"YM01V00019S015	EMBÔLO",0,1,PERDEU," ",313.16,313.16
"2438U1109S14	BUCHA",0,2,PERDEU," ",327.04,163.52
"YM12B01040P1	ELO",0,1,PERDEU," ",475.69,475.69
"YB12B01072P1	BUCHA",0,4,PERDEU," ",915.72,228.93
"YM02B01036P1	BUCHA",0,4,PERDEU," ",483.6,120.9
"B16T0442D52	CALÇO 0.50MM",0,10,PERDEU," ",20.8,2.08
"B16T0442D39	CALÇO 0.90MM",0,10,PERDEU," ",20.8,2.08
"B16T0442D4	CALÇO 1.6MM",0,10,PERDEU," ",20.8,2.08
"2419P210	PINO",0,50,PERDEU," ",2031.5,40.63
"2424J376	ELO L.D.",0,40,PERDEU," ",2418,60.45
"YN30V00080F1	VÁLVULA",0,1,PERDEU," ",2375.49,2375.49
"LC52S00019P1	SENSOR PRESSÃO DO COMANDO",0,1,PERDEU," ",917.69,917.69
"YN03M01573P1	COXIM MOTOR",0,8,PERDEU," ",380.56,47.57
"YM05P00019S006	RADIADOR DE ÓLEO",0,1,PERDEU," ",2236.74,2236.74
"YN30V00105R150	JG. REPARO JOY STICK",0,1,PERDEU," ",649.12,649.12
"YB12B01838P1	BUCHA",0,4,PERDEU," ",1070.32,267.58
"YM12B01066P1	PINO",0,2,PERDEU," ",1867.1,933.55
"YN64D01069P1	EIXO ROLETE",0,4,PERDEU," ",943.44,235.86
"ZD12P02900	ANEL ORING",0,20,PERDEU," ",109,5.45
"2405P415	BUCHA MESTRE",0,8,PERDEU," ",309.2,38.65
"YM01V00018F1	CILINDRO DA CONCHA",0,1,PERDEU," ",3260.47,3260.47
"2438U1949S4	BUCHA METÁLICA",0,2,PERDEU," ",99.1,49.55
"YM01V00018S015	EMBÔLO",0,1,PERDEU," ",292.35,292.35
"YM12B01092P1	BUCHA",0,4,PERDEU," ",610.48,152.62
"YM10V00006S123	ROLAMENTO",0,2,PERDEU," ",348.84,174.42
"YM10V00006S124	ROLAMENTO",0,2,PERDEU," ",386.5,193.25
"YM12B01135P1	BUCHA",0,4,PERDEU," ",630.28,157.57
"YM12B01136P1	BUCHA",0,4,PERDEU," ",547.04,136.76
"YN32W01072P1	ROLAMENTO",0,4,PERDEU," ",333,83.25
"ZR16X04000	ANEL ORING",0,9,PERDEU," ",57.96,6.44
"4895347	RETENTOR",0,8,PERDEU," ",348.88,43.61
"4895183	BUCHA",0,16,PERDEU," ",269.6,16.85
"YN32W01066P1	PINO GUIA",0,3,PERDEU," ",47.58,15.86
"YN32W01030P1	ROLAMENTO",0,2,PERDEU," ",156.58,78.29
"YN02C01787P1	VIDRO",0,1,PERDEU," ",1513.29,1513.29
"YN02C03160P1	VIDRO",0,1,PERDEU," ",1166.44,1166.44
"YM01V00019R300	JG. REP. CILINDRO LEVANTE",0,4,PERDEU," ",3682.64,920.66
"YM02B01069P1	PINO",0,2,PERDEU," ",2156.46,1078.23
"2420T6976	PARAFUSO",0,360,PERDEU," ",1785.6,4.96
"2420P1552	PORCA",0,360,PERDEU," ",1249.2,3.47
"2445Z1449	VEDAÇÃO",0,176,PERDEU," ",348.48,1.98
"2405P416	BUCHA",0,50,PERDEU," ",1734.5,34.69
"2853120	TUBO ENCHIMENTO",0,1,PERDEU," ",496.5,496.5
"YN32W01073P1	ROLAMENTO",0,6,PERDEU," ",1058.4,176.4
"4897877	JUNTA CÁRTER",0,2,PERDEU," ",166.5,83.25
"ZD12P02000	ANEL ORING",0,36,PERDEU," ",285.48,7.93
"YN35V00050F1	VALVULA SOLENÓIDE",0,1,PERDEU," ",1648.07,1648.07
"YM10V01002F1	VÁLVULA REGULADORA",0,1,PERDEU," ",2802.62,2802.62
"YN32W01053P1	ENGRENAGEM",0,3,PERDEU," ",3187.14,1062.38
"YN32W01056P1	ANEL ORING",0,12,PERDEU," ",65.4,5.45
"2852684	RESPIRO",0,2,PERDEU," ",186.32,93.16
"4899632	VÁLVULA ADMISSÃO",0,4,PERDEU," ",388.48,97.12
"YN32W01029P1	ROLAMENTO",0,2,PERDEU," ",182.34,91.17
"71469389	CARRIER",0,1,PERDEU," ",1138.69,1138.69
"2445R442F1	DUOCONE",0,4,PERDEU," ",590.64,147.66
"2405P482	BUCHA",0,4,PERDEU," ",340.92,85.23
"YM32W01002P1	PINHÃO GIRO",0,1,PERDEU," ",2218.9,2218.9
"2437U213S157	MOLA",0,24,PERDEU," ",309.12,12.88
"2424J377	ELO L.E.",0,40,PERDEU," ",2418,60.45
"2419P4211	PINO MESTRE",0,8,PERDEU," ",650.08,81.26
"4895393	ANEL ORING",0,8,PERDEU," ",34.88,4.36
"2853443	BOMBA DÁGUA",0,2,PERDEU," ",699.66,349.83
"YX10V00003S015	ANEL ORING",0,15,PERDEU," ",118.95,7.93
"YN02B01417D1	ARRUELA",0,16,PERDEU," ",206.08,12.88
"YM01V00018R300	JG. REP. CILINDRO CONCHA",0,2,PERDEU," ",2170.34,1085.17
"YN55V01057P1	VEDADOR",0,10,PERDEU," ",336.9,33.69
"YM10V00006S535	RETENTOR",0,8,PERDEU," ",118.96,14.87
"YM10V00003S702	ANEL ORING",0,16,PERDEU," ",69.76,4.36
"2456R442F1	FAROL CONJUNTO",0,6,PERDEU," ",475.68,79.28
"2852205	CÁRTER",0,1,PERDEU," ",848.32,848.32
"4899091	PARAFUSO",0,24,PERDEU," ",261.6,10.9
"YN10V00033R100	EIXO DA PLANETÁRIA",0,1,PERDEU," ",913.72,913.72
"4890833	RETENTOR",0,2,PERDEU," ",168.48,84.24
"4899039	PARAFUSO",0,12,PERDEU," ",95.16,7.93
"2853095	COLETOR ESCAPE",0,1,PERDEU," ",1256.62,1256.62
"YN05P0058S013	COXIM RADIADOR",0,8,PERDEU," ",650.08,81.26
"2452U202S5	PARAFUSO",0,8,PERDEU," ",67.36,8.42
"4895187	VÁLVULA ESCAPE",0,4,PERDEU," ",348.84,87.21
"YN35V00004S361	ANEL O",0,10,PERDEU," ",64.4,6.44
"YN35V00004S362	ANEL O",0,10,PERDEU," ",79.3,7.93
"YN35V00004S363	ANEL O",0,10,PERDEU," ",79.3,7.93
"2852037	JOGO DE ANÉIS",0,2,PERDEU," ",372.62,186.31
"2853375	VOLANTE DO MOTOR",0,1,PERDEU," ",1222.92,1222.92
"4897178	VEDADOR",0,8,PERDEU," ",206.16,25.77
"2852221	CREMALHEIRA",0,2,PERDEU," ",620.38,310.19
"2852364	PARAFUSO",0,16,PERDEU," ",55.52,3.47
